gene,KOG
Acropora_031073,phosphodiesterase
Acropora_031076,Belongs to the histone deacetylase family. HD Type 1 subfamily
Acropora_031081,Belongs to the G-protein coupled receptor 2 family
Acropora_031087,NA
Acropora_031090,Belongs to the G-protein coupled receptor 2 family
Acropora_031096,WD repeat domain 63
Acropora_031098,18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase activity
Acropora_031115,negative regulation of smooth muscle cell differentiation
Acropora_031123,NA
Acropora_031127,phosphoglucomutase activity
Acropora_031139,NA
Acropora_031147,NA
Acropora_031150,NA
Acropora_031162,NA
Acropora_031208,-
Acropora_031221,NA
Acropora_031230,mitotic spindle midzone assembly
Acropora_031231,"synapse defective 1, Rho GTPase, homolog 2 (C. elegans)"
Acropora_031236,Belongs to the adenylyl cyclase class-4 guanylyl cyclase family
Acropora_031248,"DNA-directed RNA polymerases I, II, and III subunit"
Acropora_031251,NA
Acropora_031255,acidic dipeptidase
Acropora_031301,negative regulation of protein glycosylation in Golgi
Acropora_031318,NA
Acropora_031332,NIM1 serine threonine protein kinase
Acropora_031334,RWD domain containing 3
Acropora_031363,NA
Acropora_031378,protein serine/threonine kinase activity
Acropora_031392,NA
Acropora_031399,delayed rectifier potassium channel activity
Acropora_031409,NA
Acropora_031410,phosphatidylinositol binding
Acropora_031420,ubiquitin-like protein-specific protease activity
Acropora_031426,May play a role in anchoring the cytoskeleton to the plasma membrane
Acropora_031436,Tctex-1 family
Acropora_031456,NA
Acropora_031487,Cysteine and glycine-rich protein 2 binding protein
Acropora_031494,NA
Acropora_031498,neurotransmitter:sodium symporter activity
Acropora_031499,"Topoisomerase I binding, arginine serine-rich, E3 ubiquitin protein ligase"
Acropora_031501,NA
Acropora_031504,NA
Acropora_031545,NA
Acropora_031552,positive regulation of testosterone secretion
Acropora_031566,NA
Acropora_031595,PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
Acropora_031749,tRNA 5'-leader removal
Acropora_031763,NA
Acropora_031764,Low affinity immunoglobulin epsilon Fc receptor
Acropora_031776,NA
Acropora_031815,NA
Acropora_031825,Glycosyl transferase
Acropora_031827,K02A2.6-like
Acropora_031831,NA
Acropora_031837,NA
Acropora_031842,succinate-semialdehyde dehydrogenase [NAD(P)+] activity
Acropora_031865,NA
Acropora_031919,NA
Acropora_031921,RNA splicing
Acropora_031934,NA
Acropora_031974,NA
Acropora_031982,NA
Acropora_031990,NA
Acropora_032009,regulation of signal transduction involved in mitotic G2 DNA damage checkpoint
Acropora_032015,LSM domain
Acropora_032096,NA
Acropora_032108,K02A2.6-like
Acropora_032116,NA
Acropora_032166,Acylphosphatase
Acropora_032176,NA
Acropora_032219,NA
Acropora_032259,NA
Acropora_032274,regulation of mitotic cell cycle
Acropora_032280,regulation of apoptotic process
Acropora_032305,Belongs to the importin alpha family
Acropora_032307,NA
Acropora_032352,IgLON family member 5
Acropora_032360,NA
Acropora_032362,NA
Acropora_032402,heme binding
Acropora_032421,NA
Acropora_032425,Tetratricopeptide repeat
Acropora_032430,Belongs to the peptidase M10A family
Acropora_032434,Belongs to the peptidase M10A family
Acropora_032450,cellular response to nitrogen levels
Acropora_032469,NA
Acropora_032490,endopeptidase inhibitor activity
Acropora_032494,NA
Acropora_032495,NA
Acropora_032497,NA
Acropora_032552,NA
Acropora_032566,NA
Acropora_032576,NA
Acropora_032597,NA
Acropora_032676,NA
Acropora_032679,negative regulation of Notch signaling pathway
Acropora_032692,NA
Acropora_032695,NA
Acropora_032703,Ribonuclease H protein
Acropora_032713,NA
Acropora_032722,NA
Acropora_032725,NA
Acropora_032727,NA
Acropora_032728,NA
Acropora_032826,NA
Acropora_032839,NA
Acropora_032851,nicotinate nucleotide biosynthetic process
Acropora_032853,TNF receptor-associated factor 6
Acropora_032956,NA
Acropora_032959,NA
Acropora_032961,NA
Acropora_032962,NA
Acropora_032973,NA
Acropora_033035,binding. It is involved in the biological process described with
Acropora_033047,NA
Acropora_033063,NA
Acropora_033076,Common central domain of tyrosinase
Acropora_033079,NA
Acropora_033097,NA
Acropora_033124,NA
Acropora_033174,NA
Acropora_033208,NA
Acropora_033220,NA
Acropora_033229,NA
Acropora_033230,NA
Acropora_033254,NA
Acropora_033284,NA
Acropora_033285,NA
Acropora_033310,"2'-5'-oligoadenylate synthetase 1, domain 2, C-terminus"
Acropora_033315,NA
Acropora_033323,NA
Acropora_033324,NA
Acropora_033326,NA
Acropora_033374,NA
Acropora_033414,NA
Acropora_033448,NA
Acropora_033531,"Coagulation factor 5/8 C-terminal domain, discoidin domain"
Acropora_033532,NA
Acropora_033542,NA
Acropora_033544,NA
Acropora_033559,NA
Acropora_033614,Receptor-type tyrosine-protein phosphatase
Acropora_033727,NA
Acropora_033735,NA
Acropora_033750,NA
Acropora_033756,NA
Acropora_033760,NA
Acropora_033798,NA
Acropora_033809,NA
Acropora_033815,NA
Acropora_033867,NA
Acropora_033872,NA
Acropora_033942,NA
Acropora_033980,NA
Acropora_034010,Histone H3
Acropora_034031,NA
Acropora_34081,NA
Acropora_34085,NA
Acropora_34090,reverse transcriptase
Acropora_34104,NA
Acropora_34113,NA
Acropora_34127,NA
Acropora_34140,distal tubule morphogenesis
Acropora_34147,NA
Acropora_34153,NA
Acropora_34154,NA
Acropora_34163,positive regulation of dendritic spine morphogenesis
Acropora_34177,NA
Acropora_34184,NA
Acropora_34195,NA
Acropora_34203,NA
Acropora_34205,NA
Acropora_34221,NA
Acropora_34241,Ion channel
Acropora_34261,NA
Acropora_34271,DNA replication-dependent nucleosome assembly
Acropora_34272,NA
Acropora_34274,NA
Acropora_34278,Reverse transcriptase (RNA-dependent DNA polymerase)
Acropora_34284,Belongs to the DEAD box helicase family
Acropora_34286,NA
Acropora_34297,7 transmembrane receptor (rhodopsin family)
Acropora_34302,Reverse transcriptase (RNA-dependent DNA polymerase)
Acropora_34304,1-phosphatidylinositol-3-phosphate 5-kinase activity
Acropora_34312,mRNA cleavage
Acropora_34376,acetylcholine-gated cation-selective channel activity
Acropora_34386,NA
Acropora_34389,NA
Acropora_34399,Reverse transcriptase (RNA-dependent DNA polymerase)
Acropora_34404,NA
Acropora_34408,NA
Acropora_34411,NA
Acropora_34413,NA
Acropora_34422,K02A2.6-like
Acropora_34433,NA
Acropora_34438,NA
Acropora_34447,NA
Acropora_34455,NA
Acropora_34460,NA
Acropora_34478,NA
Acropora_34486,NA
Acropora_34491,K02A2.6-like
Acropora_34502,NA
Acropora_34510,NA
Acropora_34518,NA
Acropora_34533,NA
Acropora_34544,"ATPase activity, coupled to transmembrane movement of substances"
Acropora_34560,NA
Acropora_34588,NA
