gene,KOG
Acropora_030246,dihydrolipoyllysine-residue (2-methylpropanoyl)transferase activity
Acropora_030269,NA
Acropora_030277,positive regulation of TOR signaling
Acropora_030291,Reverse transcriptase (RNA-dependent DNA polymerase)
Acropora_030333,"LLGL2, scribble cell polarity complex component"
Acropora_030345,protein localization to nuclear inner membrane
Acropora_030350,GTPase activator activity
Acropora_030358,cobalamin catabolic process
Acropora_030415,NA
Acropora_030416,DDE superfamily endonuclease
Acropora_030427,NA
Acropora_030447,NA
Acropora_030455,NA
Acropora_030485,NA
Acropora_030493,-
Acropora_030496,NA
Acropora_030532,NA
Acropora_030555,DEAD/DEAH box helicase
Acropora_030564,NA
Acropora_030616,NA
Acropora_030641,NA
Acropora_030673,K02A2.6-like
Acropora_030687,Ankyrin repeat
Acropora_030703,Belongs to the OSBP family
Acropora_030704,protein heterodimerization activity
Acropora_030706,NA
Acropora_030793,NA
Acropora_030805,fibroblast growth factor-activated receptor activity
Acropora_030817,NA
Acropora_030871,K02A2.6-like
Acropora_030881,NA
Acropora_030883,NA
Acropora_030889,NA
Acropora_030893,NA
Acropora_030923,cell surface pattern recognition receptor signaling pathway
Acropora_030929,NA
Acropora_030941,guanyl-nucleotide exchange factor activity
Acropora_030982,NA
Acropora_030999,BTB POZ domain-containing protein
Acropora_031005,NA
Acropora_031010,NA
Acropora_031025,"Coagulation factor 5/8 C-terminal domain, discoidin domain"
Acropora_031036,NA
Acropora_031062,endosome to melanosome transport
Acropora_031067,NA
Acropora_031071,NA
Acropora_031073,phosphodiesterase
Acropora_031076,Belongs to the histone deacetylase family. HD Type 1 subfamily
Acropora_031081,Belongs to the G-protein coupled receptor 2 family
Acropora_031090,Belongs to the G-protein coupled receptor 2 family
Acropora_031098,18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase activity
Acropora_031110,NA
Acropora_031115,negative regulation of smooth muscle cell differentiation
Acropora_031123,NA
Acropora_031140,Reticulon
Acropora_031147,NA
Acropora_031150,NA
Acropora_031162,NA
Acropora_031164,Domain of unknown function (DUF4579)
Acropora_031174,calmodulin-lysine N-methyltransferase activity
Acropora_031188,transcription elongation factor A
Acropora_031208,-
Acropora_031221,NA
Acropora_031231,"synapse defective 1, Rho GTPase, homolog 2 (C. elegans)"
Acropora_031236,Belongs to the adenylyl cyclase class-4 guanylyl cyclase family
Acropora_031255,acidic dipeptidase
Acropora_031277,NA
Acropora_031290,NA
Acropora_031324,Uncharacterized conserved protein (DUF2181)
Acropora_031334,RWD domain containing 3
Acropora_031342,S-methyl-5-thioadenosine phosphorylase activity
Acropora_031346,Calcyphosin-like protein
Acropora_031363,NA
Acropora_031378,protein serine/threonine kinase activity
Acropora_031391,U2 snRNA binding
Acropora_031392,NA
Acropora_031395,"GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase activity"
Acropora_031399,delayed rectifier potassium channel activity
Acropora_031410,phosphatidylinositol binding
Acropora_031411,GTP binding
Acropora_031420,ubiquitin-like protein-specific protease activity
Acropora_031436,Tctex-1 family
Acropora_031456,NA
Acropora_031483,Polysaccharide deacetylase
Acropora_031487,Cysteine and glycine-rich protein 2 binding protein
Acropora_031490,NA
Acropora_031498,neurotransmitter:sodium symporter activity
Acropora_031499,"Topoisomerase I binding, arginine serine-rich, E3 ubiquitin protein ligase"
Acropora_031501,NA
Acropora_031504,NA
Acropora_031529,NA
Acropora_031545,NA
Acropora_031566,NA
Acropora_031571,NA
Acropora_031595,PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
Acropora_031694,NA
Acropora_031764,Low affinity immunoglobulin epsilon Fc receptor
Acropora_031815,NA
Acropora_031825,Glycosyl transferase
Acropora_031827,K02A2.6-like
Acropora_031842,succinate-semialdehyde dehydrogenase [NAD(P)+] activity
Acropora_031864,NA
Acropora_031865,NA
Acropora_031919,NA
Acropora_031934,NA
Acropora_031935,NA
Acropora_031974,NA
Acropora_031982,NA
Acropora_032000,NA
Acropora_032009,regulation of signal transduction involved in mitotic G2 DNA damage checkpoint
Acropora_032096,NA
Acropora_032108,K02A2.6-like
Acropora_032166,Acylphosphatase
Acropora_032171,NA
Acropora_032176,NA
Acropora_032192,Coiled-coil domain-containing protein
Acropora_032193,L-iduronidase activity
Acropora_032202,NA
Acropora_032219,NA
Acropora_032259,NA
Acropora_032274,regulation of mitotic cell cycle
Acropora_032296,Transposase IS4
Acropora_032307,NA
Acropora_032352,IgLON family member 5
Acropora_032360,NA
Acropora_032361,NA
Acropora_032362,NA
Acropora_032369,steroid binding
Acropora_032421,NA
Acropora_032425,Tetratricopeptide repeat
Acropora_032430,Belongs to the peptidase M10A family
Acropora_032434,Belongs to the peptidase M10A family
Acropora_032450,cellular response to nitrogen levels
Acropora_032469,NA
Acropora_032472,Tnf receptor-associated factor 2
Acropora_032474,NA
Acropora_032490,endopeptidase inhibitor activity
Acropora_032494,NA
Acropora_032495,NA
Acropora_032500,NA
Acropora_032530,NA
Acropora_032552,NA
Acropora_032556,NA
Acropora_032566,NA
Acropora_032576,NA
Acropora_032642,NA
Acropora_032650,NA
Acropora_032671,NA
Acropora_032676,NA
Acropora_032692,NA
Acropora_032695,NA
Acropora_032703,Ribonuclease H protein
Acropora_032713,NA
Acropora_032725,NA
Acropora_032728,NA
Acropora_032809,NA
Acropora_032825,NA
Acropora_032826,NA
Acropora_032839,NA
Acropora_032846,small nuclear ribonucleoprotein 48
Acropora_032851,nicotinate nucleotide biosynthetic process
Acropora_032956,NA
Acropora_032959,NA
Acropora_032961,NA
Acropora_032962,NA
Acropora_032973,NA
Acropora_032977,regulation of mitotic cell cycle
Acropora_033047,NA
Acropora_033076,Common central domain of tyrosinase
Acropora_033079,NA
Acropora_033082,CD5 molecule-like
Acropora_033097,NA
Acropora_033154,NA
Acropora_033174,NA
Acropora_033182,NA
Acropora_033208,NA
Acropora_033230,NA
Acropora_033284,NA
Acropora_033285,NA
Acropora_033287,NA
Acropora_033315,NA
Acropora_033326,NA
Acropora_033374,NA
Acropora_033384,NA
Acropora_033388,NA
Acropora_033391,NA
Acropora_033408,Cytochrome P450
Acropora_033414,NA
Acropora_033448,NA
Acropora_033483,phenylalanyl-tRNA aminoacylation
Acropora_033531,"Coagulation factor 5/8 C-terminal domain, discoidin domain"
Acropora_033532,NA
Acropora_033542,NA
Acropora_033544,NA
Acropora_033552,F5/8 type C domain
Acropora_033558,NA
Acropora_033559,NA
Acropora_033727,NA
Acropora_033728,NA
Acropora_033735,NA
Acropora_033756,NA
Acropora_033809,NA
Acropora_033815,NA
Acropora_033942,NA
Acropora_033952,NA
Acropora_033957,NA
Acropora_033980,NA
Acropora_034010,Histone H3
Acropora_034031,NA
Acropora_34081,NA
Acropora_34084,Amiloride-sensitive sodium channel
Acropora_34089,NA
Acropora_34103,-
Acropora_34104,NA
Acropora_34107,PiggyBac transposable element-derived protein
Acropora_34147,NA
Acropora_34153,NA
Acropora_34163,positive regulation of dendritic spine morphogenesis
Acropora_34164,NA
Acropora_34177,NA
Acropora_34184,NA
Acropora_34195,NA
Acropora_34203,NA
Acropora_34205,NA
Acropora_34209,D-glutamate cyclase activity
Acropora_34234,acylamino-acid-releasing enzyme
Acropora_34241,Ion channel
Acropora_34250,NA
Acropora_34261,NA
Acropora_34271,DNA replication-dependent nucleosome assembly
Acropora_34274,NA
Acropora_34278,Reverse transcriptase (RNA-dependent DNA polymerase)
Acropora_34284,Belongs to the DEAD box helicase family
Acropora_34289,NA
Acropora_34297,7 transmembrane receptor (rhodopsin family)
Acropora_34298,NA
Acropora_34302,Reverse transcriptase (RNA-dependent DNA polymerase)
Acropora_34304,1-phosphatidylinositol-3-phosphate 5-kinase activity
Acropora_34319,NA
Acropora_34369,Reverse transcriptase (RNA-dependent DNA polymerase)
Acropora_34376,acetylcholine-gated cation-selective channel activity
Acropora_34399,Reverse transcriptase (RNA-dependent DNA polymerase)
Acropora_34404,NA
Acropora_34411,NA
Acropora_34422,K02A2.6-like
Acropora_34432,NA
Acropora_34438,NA
Acropora_34445,NA
Acropora_34447,NA
Acropora_34460,NA
Acropora_34476,NA
Acropora_34478,NA
Acropora_34479,NA
Acropora_34484,Reverse transcriptase (RNA-dependent DNA polymerase)
Acropora_34486,NA
Acropora_34491,K02A2.6-like
Acropora_34502,NA
Acropora_34503,NA
Acropora_34505,NA
Acropora_34510,NA
Acropora_34518,NA
Acropora_34533,NA
Acropora_34537,NA
Acropora_34545,acetylcholine-gated cation-selective channel activity
Acropora_34581,NA
Acropora_34588,NA
Acropora_34603,NA
